UniProtID	asa	psipred	pfam	gnomad	polyphen	sift	provean	provean_sift
P01213	0	1	1	1	1	0	0	0
Q9Y5Q3	0	1	1	1	1	0	0	0
Q9BYM8	1	1	1	1	1	0	0	0
Q96BZ9	1	1	1	1	1	0	0	0
P14138	0	1	1	1	1	0	0	0
P57727	0	1	1	1	1	1	1	0
P15153	1	1	1	1	1	1	1	0
O75631	0	0	0	1	1	1	1	0
P55795	0	1	1	1	1	1	1	0
Q9ULL4	0	0	1	1	1	1	1	0
Q9NZN1	1	0	1	1	1	1	1	0
Q14683	0	1	1	1	1	1	1	0
P00558	1	1	1	1	1	1	1	0
Q9H7D7	0	0	1	1	1	1	1	0
Q7Z449	0	1	1	1	1	1	1	0
P29400	0	1	1	1	1	0	0	0
Q9Y3I1	1	1	1	1	1	1	1	0
Q6UVJ0	0	1	1	1	1	1	1	0
P81274	1	1	1	1	1	0	0	0
Q9H1V8	0	1	1	1	1	0	0	0
Q9Y6B7	0	1	1	1	1	0	0	0
Q5SV17	0	1	1	1	1	0	0	0
Q8WXI9	0	0	1	1	1	1	1	0
Q9GZT9	1	1	1	1	1	1	1	0
Q9UQ84	1	0	1	1	1	0	0	0
Q13003	0	0	1	1	1	1	1	0
O75844	1	1	1	1	1	1	1	0
P40238	0	1	1	1	1	1	1	0
Q11203	0	0	1	1	1	0	0	0
Q13415	1	1	1	1	1	0	0	0
Q15392	0	1	1	1	1	1	1	0
Q9Y672	0	1	1	1	1	1	1	0
P48357	1	1	1	1	1	0	0	0
Q99684	0	1	1	1	1	0	0	0
Q96F25	0	1	1	1	1	1	1	0
O14901	0	1	1	1	1	1	1	0
O43929	1	0	1	1	1	0	0	0
Q75T13	0	0	1	1	1	1	1	0
O95672	0	1	1	1	1	1	1	0
Q9BV36	0	1	1	1	1	1	1	0
P01189	1	0	1	1	1	0	0	0
Q9H222	1	1	1	1	1	1	1	0
Q4J6C6	0	0	1	1	1	0	0	0
Q9NW38	1	0	1	1	1	1	1	0
Q9NZJ5	1	1	1	1	1	1	1	0
P37231	1	0	1	1	1	1	1	0
P23769	0	1	1	1	1	0	0	0
Q96MT8	0	1	1	1	1	0	0	0
Q969F9	0	1	1	1	1	1	1	0
P10828	1	1	1	1	1	0	0	0
Q96SW2	1	0	1	1	1	1	1	0
Q96AQ7	0	1	1	1	1	1	1	0
P56730	0	1	1	1	1	1	1	0
O00444	1	0	1	1	1	1	1	0
Q7Z392	0	1	1	1	1	1	1	0
O76094	1	1	1	1	1	1	1	0
Q8TBZ6	1	1	1	1	1	0	0	0
Q9UHB7	1	1	1	1	1	1	1	0
Q08499	1	1	1	1	1	0	0	0
O00203	0	1	1	1	1	1	1	0
Q13002	1	1	1	1	1	0	0	0
A7XYQ1	0	1	1	1	1	1	1	0
Q8HWS3	0	1	1	1	1	1	1	0
Q9P0N9	1	0	1	1	1	0	0	0
Q6PHW0	1	1	1	1	1	0	0	0
Q96EV8	0	0	1	1	1	0	0	0
P15311	1	0	1	1	1	0	0	0
Q99519	0	1	1	1	1	0	0	0
Q9HB96	1	1	1	1	1	1	1	0
O00189	1	1	1	1	1	0	0	0
Q3SYG4	1	1	1	1	1	1	1	0
Q00534	1	1	1	1	1	0	0	0
Q13454	1	0	1	1	1	0	0	0
Q56NI9	0	1	1	1	1	1	1	0
Q6NXR4	0	1	1	1	1	0	0	0
O94905	0	0	1	1	1	0	0	0
P35219	1	1	1	1	1	1	1	0
Q9Y283	0	1	1	1	1	0	0	0
Q14626	0	1	0	1	1	0	0	0
O15287	0	1	0	1	1	1	1	0
Q02548	1	0	1	1	1	1	1	0
Q8NEA6	0	0	1	1	1	1	1	0
P22612	0	1	1	1	1	1	1	0
P37058	0	1	1	1	1	0	0	0
Q86YV9	0	1	1	1	1	1	1	0
P05093	1	1	1	1	1	1	1	0
Q7RTS3	0	0	1	1	1	1	1	0
Q96EK5	0	1	1	1	1	1	1	0
P14222	0	1	1	1	1	0	0	0
P00367	1	1	1	1	1	1	1	0
P52732	1	1	1	1	1	1	1	0
Q92902	0	1	0	1	1	0	0	0
Q14CZ8	0	1	1	1	1	1	1	0
Q09428	1	1	1	1	1	0	0	0
P01308	1	1	1	1	1	0	0	0
Q9NPI8	1	1	1	1	1	1	1	0
O75096	0	1	1	1	1	1	1	0
Q13702	0	1	1	1	1	1	1	0
Q6VY07	0	0	1	1	1	1	1	0
Q8NFJ9	0	1	1	1	1	1	1	0
P55851	0	0	1	1	1	1	1	0
Q9NVC6	0	1	1	1	1	1	1	0
Q2M389	0	1	1	1	1	1	1	0
P41212	1	1	1	1	1	1	1	0
Q16671	0	1	1	1	1	1	1	0
Q15699	0	0	1	1	1	1	1	0
P78364	0	0	1	1	1	1	1	0
P78560	1	1	1	1	1	0	0	0
Q06609	1	1	1	1	1	1	1	0
Q9UL45	0	0	1	1	1	1	1	0
Q15751	1	1	1	1	1	1	1	0
Q9BZF9	0	0	1	1	1	1	1	0
P05108	1	1	1	1	1	1	1	0
Q9Y5N6	1	1	1	1	1	1	1	0
Q9Y653	0	1	1	1	1	0	0	0
Q9BVA0	0	1	1	1	1	1	1	0
Q9UNE7	1	1	1	1	1	1	1	0
Q9H211	1	1	1	1	1	1	1	0
P13535	0	1	1	1	1	1	1	0
O14836	1	1	1	1	1	1	1	0
Q8IUD6	0	1	1	1	1	0	0	0
Q99741	1	1	1	1	1	1	1	0
P23258	1	1	1	1	1	1	1	0
P28799	0	1	1	1	1	1	1	0
P05106	1	1	1	1	1	1	1	0
Q9NXB0	0	1	1	1	1	1	1	0
Q9HC21	0	1	1	1	1	0	0	0
Q9BUR4	0	1	1	1	1	0	0	0
Q99708	1	1	1	1	1	0	0	0
Q96EQ8	1	1	1	1	1	1	1	0
Q9C0F0	0	0	1	1	1	1	1	0
P32245	0	1	1	1	1	1	1	0
P25391	0	1	1	1	1	1	1	0
Q9C0G0	0	1	1	1	1	1	1	0
Q6P1N0	0	1	1	1	1	1	1	0
Q03252	1	1	1	0	1	1	1	0
P13639	0	1	1	1	1	1	1	0
Q9Y463	0	1	1	1	1	1	1	0
Q8TF50	0	0	1	1	1	1	1	0
P50548	0	1	1	1	1	1	1	0
Q05469	0	0	1	1	1	1	1	0
Q6QNY0	0	0	1	1	1	1	1	0
Q9Y664	0	0	0	1	1	1	1	0
P13805	0	0	1	1	1	1	1	0
O95932	0	1	1	1	1	1	1	0
Q9H4G0	0	0	1	1	1	0	0	0
Q9H4Z2	0	1	1	1	1	1	1	0
P53007	0	1	1	1	1	1	1	0
O95721	1	1	0	1	1	1	1	0
Q9NQG7	0	1	0	1	1	0	0	0
P53701	0	1	1	1	1	0	0	0
Q15738	0	1	1	1	1	0	0	0
Q96DA2	0	1	1	1	1	1	1	0
P41732	0	1	1	1	1	1	1	0
P51508	0	0	1	1	1	0	0	0
P22557	0	1	1	1	1	1	1	0
P98172	0	1	1	1	1	1	1	0
P78318	1	1	1	1	1	1	1	0
Q96MV8	0	1	1	1	1	1	1	0
P51810	0	1	1	1	1	1	1	0
Q6DKK2	0	1	1	1	1	0	0	0
P54802	1	1	1	1	1	1	1	0
Q93099	1	1	1	1	1	1	1	0
Q8N8W4	0	1	1	1	1	0	0	0
Q6Q759	0	0	1	1	1	1	1	0
Q01973	1	0	1	1	1	1	1	0
Q96RK0	1	0	1	1	1	0	0	0
P17480	1	0	1	1	1	0	0	0
Q15046	1	0	1	1	1	1	1	0
P21754	0	0	1	1	1	0	0	0
P18850	0	1	1	1	1	1	1	0
Q8N3I7	0	1	1	1	1	1	1	0
Q49MI3	0	0	1	1	1	1	1	0
Q9H0F7	1	1	1	1	1	0	0	0
Q6ZWL3	0	1	1	1	1	1	1	0
P35221	1	1	1	1	1	1	1	0
P43080	0	1	1	1	1	0	0	0
Q17R60	0	1	1	1	1	1	1	0
Q8TDN2	0	1	1	1	1	1	1	0
Q9BXJ0	1	0	1	1	1	1	1	0
O43186	0	1	1	1	1	0	0	0
Q8WWY3	1	1	1	1	1	1	1	0
Q9GZU5	0	1	1	1	1	0	0	0
P51648	1	1	1	1	1	0	0	0
Q13064	0	1	1	1	1	1	1	0
A6NK58	0	1	1	1	1	1	1	0
Q02094	0	1	1	1	1	1	1	0
P00797	1	1	1	1	1	1	1	0
Q92959	1	1	1	1	1	1	1	0
Q06495	0	1	1	1	1	1	1	0
P31639	0	1	1	1	1	1	1	0
P80365	0	1	1	1	1	1	1	0
P02730	1	1	1	1	1	1	1	0
P07204	1	1	1	1	1	1	1	0
P43004	0	1	1	1	1	1	1	0
O00571	1	1	1	1	1	1	1	0
O60674	1	1	1	1	1	0	0	0
O14733	1	0	1	1	1	1	1	0
Q92733	0	0	1	1	1	1	1	0
Q01105	1	0	1	1	1	0	0	0
Q6N021	1	0	1	1	1	0	0	0
Q9C0G6	0	0	1	1	1	0	0	0
Q13255	1	0	1	1	1	0	0	0
P11310	1	1	1	1	1	1	1	0
P68871	0	1	1	1	1	1	1	0
P69905	0	1	1	1	1	0	0	0
P00995	1	1	1	1	1	1	1	0
P07477	1	1	1	1	1	0	0	0
P00451	1	1	1	1	1	0	0	0
P28330	0	0	1	1	1	1	1	0
Q92560	0	1	1	1	1	1	1	0
Q8WV28	0	0	1	1	1	1	1	0
P11912	1	0	1	1	1	1	1	0
Q9Y5Q5	0	1	1	1	1	1	1	0
Q9BXW9	0	1	1	1	1	0	0	0
O15353	1	1	1	1	1	1	1	0
Q9Y6W8	0	0	1	1	1	1	1	0
P15814	1	1	1	1	1	0	0	0
Q8IWT6	0	0	1	1	1	0	0	0
P42898	1	1	1	1	1	0	0	1
Q9UBC5	0	1	1	1	1	0	0	0
Q5T2R2	0	1	1	1	1	1	1	0
P17858	0	0	1	1	1	1	1	0
P30613	1	1	1	1	1	1	1	0
Q05655	1	1	1	1	1	0	0	0
P0C0E4	0	0	1	1	1	1	1	0
P62841	1	0	1	1	1	0	0	0
P62081	1	0	1	1	1	0	0	0
P50454	0	1	1	1	1	0	0	0
Q9NTN3	0	1	1	1	1	1	1	0
Q9GZV3	0	1	1	1	1	0	0	0
P02549	1	1	1	1	1	1	1	0
P20062	1	1	1	1	1	1	1	0
Q15583	0	1	1	1	1	1	1	0
Q96RJ3	1	0	1	1	1	1	1	0
P19224	0	0	1	1	1	1	1	0
Q9HAW7	0	0	1	1	1	1	1	0
P13051	1	1	1	1	1	1	1	0
Q9Y6N9	1	1	1	1	1	0	0	0
Q9H4A3	1	1	1	1	1	1	1	0
Q71RS6	0	1	1	1	1	1	1	0
P02746	1	0	1	1	1	1	1	0
P02747	1	0	1	1	1	0	0	0
P35916	1	1	1	1	1	1	1	0
P35558	1	1	1	1	1	1	1	0
Q9UGM6	1	0	1	1	1	1	1	0
Q8WVQ1	1	1	1	1	1	0	0	0
P04181	1	1	1	1	1	1	1	0
Q14117	1	1	1	1	1	1	1	0
Q9P0N5	0	1	1	1	1	0	0	0
Q9BQ65	1	1	1	1	1	1	1	0
P12955	1	1	1	1	1	1	1	0
P08697	0	1	1	1	1	0	0	0
O95859	0	1	1	1	1	0	0	0
P17900	1	1	1	1	1	1	1	0
Q9BU61	0	1	1	1	1	0	0	0
Q9H4B7	0	1	1	1	1	1	1	0
Q12882	0	1	1	1	1	0	0	0
P50895	1	1	1	1	1	1	1	0
Q8WZ04	0	1	1	1	1	0	0	0
P22830	1	0	1	1	1	1	1	0
Q9BZD2	0	1	1	1	1	1	1	0
Q5TEU4	0	1	1	1	1	1	1	0
P12259	1	1	1	1	1	1	1	0
P04070	1	1	1	1	1	0	0	0
P04066	0	1	1	1	1	1	1	0
Q86TH1	0	1	1	1	1	0	0	0
P34059	1	1	1	1	1	1	1	0
Q8NHX9	0	0	1	1	1	1	1	0
O14949	1	1	1	1	1	0	0	0
Q9NW13	0	1	1	1	1	1	1	0
Q9BTV4	0	1	1	1	1	1	1	0
Q6Y7W6	1	0	1	1	1	0	0	0
Q9H1K1	1	1	1	1	1	1	1	0
Q96AA3	0	1	1	1	1	1	1	0
Q15020	1	0	1	1	1	1	1	0
Q9Y5Z9	0	1	1	1	1	0	0	0
Q8N5K1	1	1	1	1	1	1	1	0
P08236	1	1	1	1	1	1	1	0
P00918	0	1	1	1	1	1	1	0
P0C7Q2	0	0	0	1	1	1	1	0
Q9P2H3	0	1	0	1	1	1	1	0
Q8IXQ5	1	1	1	1	1	0	0	0
Q9BUM1	0	1	1	1	1	1	1	0
O60393	0	1	1	1	1	1	1	0
Q9H444	1	1	1	1	1	1	1	0
Q96DW6	0	1	1	1	1	1	1	0
Q676U5	1	0	1	1	1	0	0	0
Q9BX79	0	1	1	1	1	0	0	0
P00748	1	1	1	1	1	1	1	0
Q00LT1	0	1	1	1	1	0	0	0
Q2I0M5	0	1	1	1	1	1	1	0
Q86YH6	0	1	1	1	1	0	0	0
Q8IXK2	0	1	1	1	1	1	1	0
P48643	1	0	1	1	1	1	1	0
Q8TAA9	0	0	1	1	1	0	0	0
Q8N6F1	0	1	1	1	1	1	1	0
Q5HYA8	0	1	1	1	1	0	0	0
Q8IU80	0	1	1	1	1	1	1	0
Q9BXB7	0	1	1	1	1	1	1	0
P14410	1	1	1	1	1	1	1	0
O00462	0	1	1	1	1	1	1	0
P32754	1	1	1	0	1	1	1	0
Q9UQN3	1	1	1	1	1	1	1	0
P42357	0	0	1	1	1	1	1	0
Q9P0J0	1	1	1	1	1	1	1	0
Q8TAF8	0	1	1	1	1	0	0	0
Q9Y2I7	0	1	1	1	1	1	1	0
Q13216	1	1	1	1	1	1	1	0
Q6ZVD7	0	1	1	1	1	0	0	0
P27352	1	1	1	1	1	1	1	0
P09172	1	1	1	1	1	1	1	0
Q8TAP9	0	1	1	1	1	1	1	0
Q9H902	0	0	1	1	1	1	1	0
P78424	0	0	1	1	1	1	1	0
O95678	0	0	1	1	1	1	1	0
Q96PL5	0	1	1	1	1	0	0	0
Q9HCC0	0	1	1	1	1	1	1	0
P57796	0	1	1	1	1	1	1	0
P00813	1	1	1	1	1	1	1	0
Q9BZ71	0	1	1	1	1	1	1	0
Q695T7	0	0	1	1	1	1	1	0
Q86YN6	1	0	1	1	1	1	1	0
Q6ZYL4	1	1	1	1	1	0	0	0
Q8NFD2	0	0	1	1	1	1	1	0
Q7Z412	0	1	1	1	1	0	0	0
Q96MS0	0	1	1	1	1	1	1	0
Q9H267	0	1	1	1	1	1	1	0
Q96RW7	0	0	1	1	1	1	1	0
Q9BQB6	0	1	1	1	1	0	0	0
P19878	1	1	1	1	1	0	0	0
P13498	1	1	1	1	1	1	1	0
Q6ZVN8	1	1	1	1	1	1	1	0
P12694	1	1	1	1	1	1	1	0
P31327	1	1	1	1	1	1	1	0
Q7Z4S6	1	1	1	1	1	1	1	0
Q96GX5	1	0	1	1	1	0	0	0
Q6X4W1	0	0	0	1	1	0	0	0
Q86Y38	1	1	1	1	1	1	1	0
Q9BVK2	0	1	1	1	1	1	1	0
P02655	0	1	1	1	1	1	1	0
P13804	1	1	1	1	1	0	0	0
Q9UHC9	1	0	1	1	1	1	1	0
Q9H553	0	1	1	1	1	0	0	0
Q86SJ6	0	1	1	1	1	1	1	0
Q3T906	0	1	1	1	1	1	1	0
Q6P4Q7	1	1	1	1	1	1	1	0
Q8NI22	1	1	1	1	1	0	0	0
Q9UDY2	1	1	1	1	1	0	0	0
Q495M9	1	1	1	1	1	0	0	0
Q96T21	0	1	1	1	1	0	0	0
Q9Y6B6	0	1	1	1	1	0	0	0
P32929	1	1	1	1	1	0	0	0
P47989	1	1	1	1	1	1	1	0
P35527	0	1	1	1	1	1	1	0
Q5VWK5	1	0	0	1	1	1	1	0
Q8NDX2	0	0	1	1	1	1	1	0
Q01718	0	1	1	1	1	0	0	0
Q8IVH4	1	1	1	1	1	1	1	0
Q8IWU9	1	0	1	1	1	1	1	0
Q7RTS9	0	1	1	1	1	1	1	0
Q969X6	0	0	1	1	1	1	1	0
Q8WWY8	0	1	1	1	1	1	1	0
O43395	1	1	1	1	1	1	1	0
Q8NEW7	0	1	1	1	1	1	1	0
Q9BV10	0	1	1	1	1	1	1	0
Q8NFJ6	0	1	1	1	1	0	0	0
Q96S37	0	1	1	1	1	0	0	0
Q12794	1	1	1	1	1	0	0	0
Q9BZV3	0	1	1	1	1	1	1	0
Q9UMX1	1	1	1	1	1	0	0	0
Q9HC23	0	1	1	1	1	1	1	0
P05164	1	1	1	1	1	1	1	0
P04180	1	1	1	1	1	1	1	0
Q14376	1	1	1	1	1	1	1	0
P10746	1	1	1	1	1	0	0	0
P51687	1	1	1	1	1	0	0	0
O43175	1	1	1	1	1	1	1	0
P48506	0	1	1	1	1	1	1	0
Q16595	1	1	1	1	1	1	1	0
P30038	1	1	1	1	1	0	0	0
O95954	0	1	1	1	1	0	0	0
Q9Y5Y6	1	1	1	1	1	1	1	0
O43897	1	1	1	1	1	1	1	0
Q9UI10	1	1	1	1	1	1	1	0
Q14232	1	1	1	1	1	1	1	0
Q14749	1	1	1	1	1	1	1	0
Q9NSU2	0	1	0	1	1	0	0	0
Q9Y250	0	1	1	1	1	0	0	0
Q02318	0	1	1	1	1	1	1	0
Q9NPE3	0	1	1	1	1	1	1	0
Q9NX24	0	1	1	1	1	1	1	0
P81172	1	1	1	1	1	1	1	0
O43464	1	1	1	1	1	1	1	0
P58418	0	0	0	1	1	0	0	0
Q6Q788	0	0	1	1	1	0	0	0
B1AK53	0	1	1	1	1	1	1	0
P58753	1	0	1	1	1	0	0	0
Q9BY79	0	1	1	1	1	0	0	0
Q9C0J9	0	0	1	1	1	1	1	0
P55000	0	1	1	1	1	1	1	0
P40200	0	1	0	1	1	1	1	0
O95076	0	1	1	1	1	1	1	0
Q96RL7	0	1	1	1	1	0	0	0
Q9HC29	0	1	1	1	1	1	1	0
Q9BY76	1	0	1	1	1	1	1	0
Q15049	0	1	0	1	1	0	0	0
Q96A29	0	1	1	1	1	1	1	0
P37198	0	1	1	1	1	0	0	0
P82650	0	1	1	1	1	0	0	0
Q9HAY6	0	1	1	1	1	1	1	0
Q5SW96	1	1	1	1	1	1	1	0
O95292	1	1	1	1	1	0	0	0
Q9NP91	0	0	1	1	1	0	0	0
P58012	0	1	1	1	1	1	1	0
Q9BZR6	1	0	1	1	1	1	1	0
Q9H221	1	1	1	1	1	1	1	0
Q15848	1	1	1	1	1	0	0	0
Q9NTQ9	0	1	1	1	1	1	1	0
O43323	1	1	1	1	1	1	1	0
Q9H161	0	1	1	1	1	1	1	0
Q9UNW1	0	1	1	1	1	0	0	0
Q9UNA1	0	1	1	1	1	1	1	0
Q99259	1	1	1	1	1	0	0	0
O15409	1	1	1	1	1	0	0	0
Q9GZX3	0	1	1	1	1	0	0	0
Q9GZX7	1	1	1	1	1	1	1	0
Q9HBG4	0	1	1	1	1	0	0	0
P50135	1	1	1	1	1	0	0	0
O14656	1	0	1	1	1	1	1	0
O43291	1	1	1	1	1	1	1	0
Q9NZC2	1	1	1	1	1	0	0	0
Q92765	0	0	1	1	1	1	1	0
Q13148	1	1	1	1	1	1	1	0
Q9NZR4	0	1	1	1	1	0	0	0
Q9NQC7	1	1	1	1	1	0	0	0
Q9UGI9	0	1	1	1	1	0	0	0
Q9NYV7	0	0	1	1	1	1	1	0
P57679	0	1	0	1	1	0	0	0
Q9NP85	0	1	1	1	1	1	1	0
P51857	1	1	1	1	1	1	1	0
O43572	1	0	1	1	1	1	1	0
O43364	0	1	1	1	1	1	1	0
Q9NP59	0	1	1	1	1	1	1	0
Q9UQF2	1	1	1	1	1	1	1	0
O43707	1	1	1	1	1	1	1	0
Q15466	1	1	1	1	1	1	1	0
Q12988	0	1	1	1	1	1	1	0
O60806	0	1	1	1	1	1	1	0
Q14191	1	1	1	1	1	1	1	0
Q13488	0	1	1	1	1	1	1	0
P31994	1	0	1	1	1	0	0	0
Q15198	0	1	1	1	1	0	0	0
O43837	0	1	1	1	1	1	1	0
Q9Y6H6	0	0	1	1	1	0	0	0
Q9UI46	0	1	1	1	1	1	1	0
P51570	1	1	1	1	1	1	1	0
P01034	1	1	1	1	1	0	0	0
Q9Y620	0	1	1	1	1	0	0	0
P21549	1	1	1	1	1	1	1	0
O43819	0	1	1	1	1	0	0	0
O75462	0	1	1	1	1	1	1	0
Q6P1M0	0	1	1	1	1	1	1	0
Q9H015	0	1	1	1	1	1	1	0
Q969F8	0	1	1	1	1	1	1	0
P82251	0	1	1	1	1	1	1	0
O43914	1	1	0	1	1	1	1	0
Q76LX8	1	1	1	1	1	0	0	0
O15303	0	1	1	1	1	0	0	0
O75916	0	1	1	1	1	1	1	0
O75352	0	1	1	1	1	1	1	0
Q92878	1	1	1	1	1	1	1	0
Q9Y253	1	1	1	1	1	0	0	0
Q16558	0	0	1	1	1	1	1	0
O60779	0	1	1	1	1	1	1	0
Q14520	0	0	1	1	1	1	1	0
Q9UJS0	1	1	1	1	1	1	1	0
Q99453	0	1	1	1	1	1	1	0
O75380	1	1	1	1	1	1	1	0
Q7LGC8	0	1	1	1	1	1	1	0
P46783	1	1	1	1	1	1	1	0
O96007	1	1	1	1	1	1	1	0
P62854	1	1	1	1	1	0	0	0
Q8WW38	0	1	0	1	1	1	1	0
Q9Y210	1	1	1	1	1	1	1	0
O75880	1	1	1	1	1	1	1	0
P46777	0	0	1	1	1	1	1	0
Q92698	0	1	1	1	1	0	0	0
O95999	1	1	1	1	1	1	1	0
P56705	0	1	1	1	1	1	1	0
O75569	0	1	1	1	1	1	1	0
O95389	0	1	1	1	1	0	0	0
Q99814	1	1	1	1	1	1	1	0
Q5BKT4	0	0	1	1	1	1	1	0
O60938	0	1	1	1	1	1	1	0
P09848	0	1	1	1	1	1	1	0
O14593	1	1	1	1	1	1	1	0
P15169	1	1	1	1	1	1	1	0
O15120	0	1	1	1	1	0	0	0
O75752	0	0	1	1	1	0	0	0
O00116	0	1	1	1	1	1	1	0
O00206	1	1	1	1	1	1	1	0
O60603	1	0	1	1	1	1	1	0
O75306	1	1	1	1	1	1	1	0
Q14032	0	1	1	1	1	0	0	0
O00519	0	0	1	1	1	1	1	0
Q14781	1	1	1	1	1	0	0	0
P78386	0	1	1	1	1	1	1	0
O14813	0	1	1	1	1	1	1	0
O15228	0	1	1	1	1	1	1	0
Q13705	1	1	1	1	1	1	1	0
Q9Y6D9	1	1	1	1	1	0	0	0
O75364	0	1	1	1	1	0	0	0
O00300	1	1	1	1	1	1	1	0
Q96BI1	0	1	1	1	1	0	0	0
O00358	0	1	1	1	1	1	1	0
Q16568	0	0	1	1	1	1	1	0
P78380	1	0	1	1	1	1	1	0
Q14114	1	0	1	1	1	1	1	0
Q16143	0	1	1	1	1	0	0	0
Q99497	1	1	1	1	1	0	0	0
Q99574	1	1	1	1	1	0	0	0
Q9ULV5	0	1	1	1	1	1	1	0
Q9HCK4	1	1	1	1	1	1	1	0
Q13867	1	1	1	1	1	1	1	0
Q99958	0	1	1	1	1	1	1	0
P48551	1	0	1	1	1	0	0	0
Q01974	1	1	1	1	1	1	1	0
O00253	0	0	1	1	1	1	1	0
O43593	0	1	1	1	1	0	0	0
P51149	1	1	1	1	1	1	1	0
O75845	0	1	1	1	1	0	0	0
P56693	0	1	1	1	1	0	0	0
Q16610	0	1	1	1	1	0	0	0
Q92743	1	1	1	1	1	1	1	0
Q14533	0	1	1	1	1	1	1	0
Q969G2	1	1	1	1	1	1	1	0
O43933	0	1	1	1	1	1	1	0
O15520	1	1	1	1	1	1	1	0
O15232	0	1	1	1	1	1	1	0
P78314	1	1	1	0	1	0	0	0
Q99612	0	1	1	1	1	0	0	0
P51801	0	1	1	1	1	0	0	0
O43790	0	1	1	1	1	0	0	0
O00744	0	1	1	1	1	1	1	0
Q92847	0	1	1	1	1	1	1	0
Q9Y2V3	0	1	1	1	1	0	0	0
O00469	0	1	1	1	1	0	0	0
P48382	1	1	1	1	1	0	0	0
Q96J92	1	1	1	1	1	1	1	0
Q92911	0	1	1	1	1	1	1	0
Q9UBX0	0	1	1	1	1	1	1	0
Q92968	0	1	1	1	1	1	1	0
Q16678	1	1	1	1	1	0	0	0
P11473	1	1	1	1	1	0	0	0
O00623	0	1	1	1	1	1	1	0
Q14435	0	1	1	1	1	1	1	0
Q99650	0	1	1	1	1	1	1	0
Q15582	1	1	1	1	1	1	1	0
Q13093	1	1	1	1	1	0	0	0
P15428	1	1	1	1	1	0	0	0
Q99456	0	1	1	1	1	1	1	0
Q99502	0	1	0	1	1	0	0	0
Q99972	1	1	1	1	1	1	1	0
Q16637	1	1	1	1	1	0	0	0
P35713	0	1	1	1	1	1	1	0
Q99758	0	1	1	1	1	1	1	0
Q92481	0	1	1	1	1	1	1	0
P49257	1	1	1	1	1	1	1	0
Q99697	1	1	1	1	1	0	0	0
Q99835	1	1	1	1	1	1	1	0
P35858	0	1	1	1	1	1	1	0
Q92904	0	0	1	1	1	0	0	0
P55809	1	1	1	1	1	1	1	0
P51681	1	1	1	1	1	0	0	0
Q15149	1	1	1	1	1	0	0	0
P41597	1	0	1	1	1	0	0	0
P56539	0	1	1	1	1	0	0	0
Q15399	1	1	1	1	1	0	0	0
P43235	1	1	1	1	1	1	1	0
Q6KF10	0	1	1	1	1	1	1	0
P04080	1	1	1	1	1	1	1	0
P11712	1	1	1	1	1	1	1	0
Q12951	0	1	1	1	1	1	1	0
Q12946	0	1	1	1	1	1	1	0
P10912	1	1	1	1	1	1	1	0
Q12913	1	1	1	1	1	1	1	0
Q16821	0	1	1	1	1	1	1	0
Q16585	0	1	1	1	1	1	1	0
P48730	1	1	1	1	1	1	1	0
Q13621	0	1	1	0	1	0	0	0
P39905	1	0	1	1	1	1	1	0
P49959	1	1	1	1	1	1	1	0
Q14623	1	1	1	1	1	1	1	0
Q92466	1	1	1	1	1	1	1	0
Q13873	1	1	1	1	1	0	0	0
P51170	0	0	1	1	1	1	1	0
P51168	0	1	1	1	1	0	0	0
Q9Y2R2	1	0	1	0	1	1	1	0
P53985	0	1	1	1	1	0	0	0
P49675	1	1	1	1	1	1	1	0
Q13351	1	1	1	1	1	1	1	0
Q9UBR4	0	1	1	1	1	0	0	0
Q9ULK5	0	0	1	1	1	1	1	0
P19404	1	1	1	1	1	1	1	0
P50416	0	1	1	1	1	0	0	0
Q9H244	1	1	1	1	1	1	1	0
Q8N0V5	0	1	1	1	1	0	0	0
P49638	1	1	1	1	1	1	1	0
P45954	1	1	1	1	1	1	1	0
P41235	1	1	1	1	1	1	1	0
P49279	0	0	1	1	1	1	1	0
P37088	1	1	1	1	1	1	1	0
P45452	1	1	1	1	1	1	1	0
Q05209	1	1	1	1	1	1	1	0
O95477	1	1	1	1	1	1	1	0
Q07812	1	1	1	1	1	0	0	0
Q13231	1	0	1	1	1	0	0	0
Q05066	1	1	1	1	1	1	1	0
P51811	0	1	1	1	1	1	1	0
P05543	1	1	1	1	1	0	0	0
P08247	0	1	1	1	1	0	0	0
P28335	1	1	1	1	1	0	0	0
P00740	1	1	1	1	1	1	1	0
Q00604	1	1	1	1	1	1	1	0
Q6ZUT3	0	1	1	1	1	1	1	0
Q96EU7	0	1	0	1	1	0	0	0
P98174	0	1	1	1	1	1	1	0
O60880	1	1	1	1	1	0	0	0
P32189	0	1	1	1	1	0	0	0
P51843	1	1	1	1	1	1	1	0
O60828	1	1	0	1	1	0	0	0
O60220	0	1	1	1	1	1	1	0
Q9Y458	0	1	1	1	1	0	0	0
O95972	0	1	1	1	1	1	1	0
Q15125	0	1	1	1	1	1	1	0
Q13642	0	1	1	1	1	0	0	0
O60488	0	1	1	1	1	0	0	0
O43602	1	1	1	1	1	0	0	0
O15239	1	1	1	1	1	1	1	0
P21333	1	1	1	1	1	0	0	0
P11172	1	1	1	1	1	1	1	0
P35914	1	1	1	1	1	1	1	0
P35575	0	1	1	1	1	1	1	0
P10643	0	1	1	1	1	1	1	0
P13671	1	1	1	1	1	0	0	0
